ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
2982	Mouse	mmu-miR-218	miRNA	lopinavir/ritonavir (LPV/RTV)	lipogenesis	3T3-L1 cells	lopinavir/ritonavir (LPV/RTV) treatment	upregulated	31133852
2983	Mouse	mmu-miR-218	miRNA	amphetamine regimen	mesocortical dopamine development in adolescence	male mice dopamine neurons	amphetamine regimen treatment	upregulated	31192517
2984	Mouse	mmu-miR-218	miRNA	isoproterenol	cardiac fibrosis	heart tissues	isoproterenol (ISO) treatment	downregulated	27174579
2985	Mouse	mmu-miR-218	miRNA	methionine choline-deficient diet (MCD)	nonalcoholic steatohepatitis (NASH)	liver tissues	methionine-choline-deficient (MCD) diet feed	downregulated	31850710
2986	Mouse	mmu-miR-218	miRNA	chronic intermittent hypoxia (CIH)	obstructive sleep apnoea-hypopnoea syndrome (OSAHS)	mouse aortic endothelial cells (MAECs)	chronic intermittent hypoxia (CIH) treatment	upregulated	29108914
2987	Mouse	mmu-miR-218	miRNA	oxygen	oxygen-induced retinopathy (OIR)	retinal tissues	Oxygen treatment	downregulated	27824019
2988	Mouse	mmu-miR-218	miRNA	RANKL (receptor activator of nuclear factor ¦ÊB ligand)	postmenopausal osteoporosis (PMOP)	osteoclastogenesis of RAW264.7 cells	50ng/mL RANKL treatment	downregulated	29271983
2989	Mouse	mmu-miR-218	miRNA	oxygen	retinal neovascularization (RNV)	retinal tissues	oxygen treatment	downregulated	26935869
2990	Mouse	mmu-miR-218	miRNA	laparotomy and exposure of the junc_x0002_tion between the large and small intestines	sepsis	mouse large and small intestines	laparotomy and exposure of the junc_x0002_tion between the large and small intestines treatment	downregulated	25043848
2991	Mouse	mmu-miR-218	miRNA	Src tyrosine kinase (Src)	tumorigenesis	The nontransformed and v-Src-transformed mouse embryonic Cx43Ko brain cells	Src tyrosine kinase (Src) treatment	downregulated	19767772
2992	Mouse	mmu-miR-218	miRNA	glucose	type 2 diabetes mellitus (T2DM)	isolated mouse islets	exposed to high levels of glucose within 1 h treatment	downregulated	25489007
2993	Mouse	mmu-miR-218-1-3p	miRNA	gentamicin	acute kidney injury (AKI)	urine	gentamicin treatment	upregulated	27074385
2994	Mouse	mmu-miR-218-2*	miRNA	clozapine (CLZ)	psychotic disorders	mouse brain	clozapine treatment	upregulated	23318695
2995	Mouse	mmu-miR-218-2*	miRNA	olanzapine (OLP)	psychotic disorders	brain tissues	clozapine treatment	upregulated	23318695
2996	Mouse	mmu-miR-218-5p	miRNA	honokiol	sepsis-induced acute kidney injury	renal tissues of sepsis-induced acute kidney injury (AKI) rats	honokiol treatment	downregulated	30833971
2997	Mouse	mmu-miR-218-5p	miRNA	ovalbumin (OVA)	asthma	Lung tissues	ovalbumin (OVA) treatment	downregulated	31520422
2998	Mouse	mmu-miR-218a-5p	miRNA	"4,4'-methylenedianiline (MDA)"	cholestasis	plasma	"4,4'-Methylenedianiline (MDA) treatment"	upregulated	30125006
2999	Mouse	mmu-miR-218a-5p	miRNA	¦Á-naphthylisothiocyanate (ANIT)	cholestasis	plasma	¦Á-naphthylisothiocyanate (ANIT) treatment	upregulated	30125006
3000	Mouse	mmu-miR-219	miRNA	arsenite	arsenic-induced neurotoxicity	hippocampus	arsenic (As) exposure	subchronic arsenic exposure induced impairment of learning and memory and significantly upregulated miRNA-219 (miR-219) expression in the mouse hippocampus.	29478199
3001	Mouse	mmu-miR-219	miRNA	complete freund's adjuvant (CFA)	chronic inflammatory pain	spinal neurons	complete Freund's adjuvant (CFA) treatment	downregulated	25031391
3002	Mouse	mmu-miR-219	miRNA	kainic acid (KA)	epilepsy	Hippocampal neurons	kainic acid (KA) treatment	downregulated	25394384
3003	Mouse	mmu-miR-219	miRNA	kainic acid (KA)	epilepsy	Hippocampal neurons	KA treatment	downregulated	25394384
3004	Mouse	mmu-miR-219	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	CCl4 treatment	downregulated	30592264
3005	Mouse	mmu-miR-219-5p	miRNA	resolvin D1 (RvD1)	extracellular matrix synthesis	macrophages	resolvin D1 (RvD1) treatment	upregulated	24249635
3006	Mouse	mmu-miR-219-5p	miRNA	resolvin D1 (RvD1)	insulin resistance and nonalcoholic steatohepatitis (NASH)	obese mice with NASH	resolvin D1 (RvD1) treatment	upregulated	24249635
3007	Mouse	mmu-miR-219-5p	miRNA	morphine	macrophage apoptosis	RAW264.7 cells	morphine treatment	downregulated	27253431
3008	Mouse	mmu-miR-219-5p	miRNA	microwave	microwave-induced adverse health outcomes 	mouse hippocampus	7 days after 30 mW/cm microwave exposure treatment	downregulated	24748327
3009	Mouse	mmu-miR-219a-2	miRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	HL-1 cells	hypoxia/reoxygenation (H/R) treatment	downregulated	32682013
3010	Mouse	mmu-miR-219a-5p	miRNA	ethanol (EtOH)	chronic alcoholic liver disease (ALD)	AML-12 cells	Ethanol exposure	downregulated	31428222
3011	Mouse	mmu-miR-219a-5p	miRNA	protocatechuic acid (PCA)	chronic alcoholic liver disease (ALD)	AML-12 cells	Protocatechuic acid (PCA) treatment	upregulated	31428222
3012	Mouse	mmu-miR-219a-5p	miRNA	anandamide and norgestimate	depression	chronic mild stress (CMS) model of depression mouse	anandamide and norgestimate treatment	downregulated	28716528
3013	Mouse	mmu-miR-219a-5p	miRNA	H2O2	hepatic ischemia/reperfusion injury (HIRI)	AML-12 and NCTC1469 cells	H2O2 treatment	downregulated	30796685
3014	Mouse	mmu-miR-219b-5p	miRNA	chronic unpredictable mild stress (CUMS)	major depressive disorder (MDD)	nucleus accumbens (NAc) tissues	chronic unpredictable mild stress (CUMS) induce	upregulated	30936699
3015	Mouse	mmu-miR-21a	miRNA	Shexiang Tongxin dropping pill (STDP)	atherosclerosis (AS)	serial transverse aortic sections	Shexiang Tongxin dropping pill (STDP) treatment	downregulated	25449459
3016	Mouse	mmu-miR-21a	miRNA	Shexiang Tongxin dropping pill (STDP)	atherosclerosis (AS)	(ApoE(-/-)) mice aortic	STDP (30 mg/kg/day) on atherosclerotic lesions treatment	downregulated	25449459
3017	Mouse	mmu-miR-21a	miRNA	helicobacter pylori (H. pylori)	gastric MALT lymphoma (GML)	GML-developing d3Tx mice stomachs	infect with H. pylori	upregulated	28560185
3018	Mouse	mmu-miR-21a-3p	miRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	kidney tissues	lipopolysaccharide (LPS) treatment	upregulated	32727087
3019	Mouse	mmu-miR-21a-3p	miRNA	lipopolysaccharide (LPS)	acute respiratory distress syndrome (ARDS)	Mouse primary pulmonary Telocytes (TCs)	lipopolysaccharide (LPS) treatment	upregulated	31878977
3020	Mouse	mmu-miR-21a-3p	miRNA	fructus meliae toosendan (FMT)	liver damage	eft lateral liver lobe	Fructus Meliae Toosendan (FMT) treatment	upregulated	26539117
3021	Mouse	mmu-miR-21a-5p	miRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	kidney tissues	lipopolysaccharide (LPS) treatment	miR-21a-5p was upregulated at 24h and 48h.	32727087
3022	Mouse	mmu-miR-21a-5p	miRNA	brucella abortus	brucellosis	"bone marrow-derived macrophages, spleens"	brucella abortus infection	downregulated	29942317
3023	Mouse	mmu-miR-21a-5p	miRNA	kidney transplantation	chronic renal allograft dysfunction (CAD)	mouse kidney tissues	allogenic kidney transplantation treatment	upregulated in the mouse kidney	28396121
3024	Mouse	mmu-miR-21a-5p	miRNA	echinococcus multilocularis metacestodes	echinococcus multilocularis infection	RAW 264.7 cells	E. multilocularis metacestodes treatment	upregulated	30322806
3025	Mouse	mmu-miR-21a-5p	miRNA	¦¤9-tetrahydrocannabinol (THC) and Cannabidiol (CBD)	experimental autoimmune encephalomyelitis (EAE)	murine brain-derived CD4+ T cells	¦¤9-tetrahydrocannabinol (THC) and Cannabidiol (CBD) combination treatment	downregulated	31497013
3026	Mouse	mmu-miR-21a-5p	miRNA	E. multilocularis metacestodes	infection and immunity of E. multilocularis	RAW264¡¤7 macrophage cells	E. multilocularis metacestodes for 6 and 12 h treatment	"upregulated (mmu-miR-378d,mmu-miR-155-5p, mmu-miR-146a-5p, mmu-miR-21a-5p , mmu-miR-125a-5p) and downregulated(mmu-miR-1981-5p , mmu-miR-let-7c-1-3p)"	28942753
3027	Mouse	mmu-miR-21a-5p	miRNA	chronic unpredictable mild stress (CUMS)	major depressive disorder (MDD)	nucleus accumbens (NAc) tissues	chronic unpredictable mild stress (CUMS) induce	upregulated	30936699
3028	Mouse	mmu-miR-21a-5p	miRNA	high fat diet (HFD)	obesity	liver tissues	high fat diet (HFD) feed	upregulated	32593682
3029	Mouse	mmu-miR-21a-5p	miRNA	polymethylmethacrylate (PMMA)	particle-induced osteolysis (PIO)	primary bone marrow-derived macrophages (BMMs)	polymethylmethacrylate (PMMA) treatment	miR-21a-5p expression was promoted in PMMA-induced cells	29252185
3030	Mouse	mmu-miR-21a-5p	miRNA	alpinia oxyphylla extract (AOE)	type 2 diabetes mellitus (T2DM)	db-/db- mouse kidney	A. oxyphylla extract (AOE) treatment	downregulated	28249617
3031	Mouse	mmu-miR-21b-3p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	NS2OY cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	31217870
3032	Mouse	mmu-miR-22	miRNA	simvastatin	atherosclerosis (AS)	RAW264.7 macrophages	simvastatin treatment	miR-22 was found to be one of the most significantly upregulated miRNAs in LPS-stimulated RAW2647 macrophages after treatment with simvastatin	31949780
3033	Mouse	mmu-miR-22	miRNA	lipopolysaccharide (LPS)	Dendritic cell (DC) maturation	?Mouse Monocyte	lipopolysaccharide (LPS) treatment	upregulated	24198819
3034	Mouse	mmu-miR-22	miRNA	ultraviolet (UV) irradiation	bacterial pneumonia	Mouse embryonic fibroblast cells	UV radiation treatment	?UV radiation induces a significant increase of miR-22 expression	22166214
3035	Mouse	mmu-miR-22	miRNA	Rhesus Rotavirus (RRV)	biliary atresia (BA)	mouse	infect with Rhesus Rotavirus (RRV) treatment	upregulated	24569080
3036	Mouse	mmu-miR-22	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	neonatal mouse cardiac myocytes	angiotensin II (Ang II) treatment	The expression of lnc-FTX was associated with reduced hypertrophy of neonatal mouse cardiac myocytes and regulated the PTEN/PI3K/Akt signaling pathway by sponging miRNA-22	31840653
3037	Mouse	mmu-miR-22	miRNA	isoproterenol	cardiac hypertrophy	heart tissues	prolongation of isoproterenol intervention treatment	downregulated	24504502
3038	Mouse	mmu-miR-22	miRNA	doxorubicin (DOX)	cardiotoxicity	heart tissues	"Mice were exposed to reduplicative injections of Dox (i.p., 4?mg/kg) weekly for consecutive 4 weeks to generate Dox-induced cardiotoxicity."	upregulated	31677784
3039	Mouse	mmu-miR-22	miRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	mouse cardiomyocytes	high glucose (HG) treatment	MALAT1-mediated recruitment of the histone methyltransferase EZH2 to the microRNA-22 promoter leads to cardiomyocyte apoptosis in diabetic cardiomyopathy.	33097254
3040	Mouse	mmu-miR-22	miRNA	phosphodiesterase 5 (PDE5) inhibitor	diabetic nephropathy (DN)	diabetic kidney injury mouse	PDE5is treatment	downregulated	28294194
3041	Mouse	mmu-miR-22	miRNA	tongxinluo (TXL)	diabetic nephropathy (DN)	C57BL/6J mice	TXL treatment	downregulated	24370588
3042	Mouse	mmu-miR-22	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	heart tissues	doxorubicin (Dox) treatment	MicroRNA-22 inhibition prevents doxorubicin-induced cardiotoxicity via upregulating SIRT1.	31677784
3043	Mouse	mmu-miR-22	miRNA	puerarin	facilitates t-tubule development	murine embryonic stem cell-derived cardiomyocytes	puerarin treatment	downregulated	25059232
3044	Mouse	mmu-miR-22	miRNA	bleomycin (BLM)	idiopathic pulmonary fibrosis (IPF)	sera	bleomycin (BLM) treatment	Exosomal miR-22 modulates fibroblast-to-myofibroblast differentiation.	31776321
3045	Mouse	mmu-miR-22	miRNA	"3,3'-diindolylmethane (DIM)"	multiple sclerosis (MS)	activated T cells during the development of experimental autoimmune encephalomyelitis (EAE)	"3,3'-Diindolylmethane (DIM) treatment"	upregulated	24898268
3046	Mouse	mmu-miR-22	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	upregulated	33159388
3047	Mouse	mmu-miR-22	miRNA	streptozocin (STZ)	nonalcoholic steatohepatitis-hepatocellular carcinoma (NASH-HCC)	high fat dietmouse liver	STZ treatment	upregulated in liver	28345673
3048	Mouse	mmu-miR-22	miRNA	aerobic training	obesity	exosomes of serum	aerobic training	downregulated	32744099
3049	Mouse	mmu-miR-22	miRNA	high fat diet (HFD)	obesity	mouse brown adipose tissue (BAT)	high fat diet (HFD) feed	"Here, we show that miR-22 expression is induced during white, beige, and brown adipocyte differentiation in vitro."	33549579
3050	Mouse	mmu-miR-22	miRNA	dexamethasone (DEX)	osteoporosis	murine osteoblastic MC3T3-E1 cells	dexamethasone (DEX) treatment	The results demonstrated that miR-22 expression was upregulated in DEX-treated osteoblastic cells compared with the control group.	33732309
3051	Mouse	mmu-miR-22	miRNA	¦Â-elemene	oxygen-induced retinopathy (OIR)	Retinas tissues	¦Â-elemene treatment	upregulated	30664207
3052	Mouse	mmu-miR-22	miRNA	testosterone	prostate cancer	female mouse liver	Testosterone treatment	"upregulation of the 6 miRNAs miR-22, miR-690, miR-122, let-7A, miR-30D and let-7D"	20600201
3053	Mouse	mmu-miR-22	miRNA	haloperidol	psychotic disorders	mouse brain	clozapine treatment	upregulated	23318695
3054	Mouse	mmu-miR-22	miRNA	olanzapine (OLP)	psychotic disorders	brain tissues	clozapine treatment	upregulated	23318695
3055	Mouse	mmu-miR-22	miRNA	bleomycin (BLM)	lung fibrosis	human lung fibroblasts	bleomycin (BLM) treatment	upregulated	31776321
3056	Mouse	mmu-miR-22	miRNA	TGF-¦Â1	skeletal muscle myogenesis	mouse myoblast cell (C2C12 myoblast cell line)	transforming growth factor beta 1 (TGF-¦Â1) treatment	downregulated	29588073
3057	Mouse	mmu-miR-220b	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	hearts of diabetic mice	streptozotocin (STZ) treatment	downregulated	21584493
3058	Mouse	mmu-miR-221	miRNA	red mud	biological effects of red mud	"CBA/Ca mice liver, spleen, lung, kidney and lymph nodes"	"1, 3, 6 and 24 h after a single intraperitoneal injection of red mud treatment"	"upregulated , but the level and the peak of the alteration differed according to examined tissue"	24425836
3059	Mouse	mmu-miR-221	miRNA	hydrochloric acid	acute lung injury (ALI)	C57BL/6 mice microvesicle (MV)release from lung epithelium	"hydrochloric acid (0.1 N, pH 1.5) was intratracheally instilled into the mouse lung"	upregulated in microvesicle (MV)release from lung epithelium	28674181
3060	Mouse	mmu-miR-221	miRNA	lipopolysaccharide (LPS)	asthma	P815 mast cells	lipopolysaccharide (LPS) treatment	upregulated	26901347
3061	Mouse	mmu-miR-221	miRNA	ovalbumin (OVA)	asthma	mouse lung tissue cells	OVA treatment	miRNA-221 blockade resulted in a reduction of airway inflammation in the OV A-induced murine asthma model	22572970
3062	Mouse	mmu-miR-221	miRNA	ovalbumin (OVA)	asthma	lung tissues	ovalbumin (OVA) treatment	upregulated	32714925
3063	Mouse	mmu-miR-221	miRNA	lipopolysaccharide (LPS)	bacterial pneumonia	RAW 264.7 derived extracellular vesicles (EVs)	lipopolysaccharide (LPS) treatment	upregulated	28274991
3064	Mouse	mmu-miR-221	miRNA	bile acids	bronchial epithelial inflammation in asthma	EAC cells	bile acids treatment	upregulated	23933602
3065	Mouse	mmu-miR-221	miRNA	angiotensin II (Ang II)	cardiac electrical remodeling	heart tissues	angiotensin II (Ang II) treatment	upregulated	31312877
3066	Mouse	mmu-miR-221	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	heart sissues	angiotensin II (Ang II) treatment	upregulated	31312877
3067	Mouse	mmu-miR-221	miRNA	adenine	chronic kidney disease (CKD)	kidney tissues	adenine treatment	upregulated	32526762
3068	Mouse	mmu-miR-221	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	hearts of diabetic mice	streptozotocin (STZ) treatment	upregulated	21584493
3069	Mouse	mmu-miR-221	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	hippocampal neuron	streptozotocin induce treatment	"miR-221 was highly expressed in the diabetic mice miR-221 could bind with both lincRNA p21 and FOS miR-221 silencing in the diabetes mice reduced the cell apoptosis rate, and the expression of Bax and cleaved Caspase-3, whereas increase the Bcl-2 expression"	31081202
3070	Mouse	mmu-miR-221	miRNA	hypoxia	hypoxia-induced injury	mouse hippocampal HT22 cells	hypoxia treatment	downregulated	31512791
3071	Mouse	mmu-miR-221	miRNA	magnesium (Mg2+ )	hypoxia-induced injury	hypoxia-induced mouse hippocampal HT22 cells	Magnesium (Mg2+ ) treatment	upregulated	31512791
3072	Mouse	mmu-miR-221	miRNA	extracts from wild bitter gourd fruit (WBGE)	inflammation	TNF-¦Á-mouse lung tissues	extracts from wild bitter gourd fruit (WBGE) treatment	upregulated	29655703
3073	Mouse	mmu-miR-221	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	inflammation	lung tissues	tumor necrosis factor alpha (TNF-¦Á) treatment	downregulated	29655703
3074	Mouse	mmu-miR-221	miRNA	TGF-¦Â1	inflammation	intestinal Th17 cells	TGF-¦Â1 treatment	Expression of miR-221 and miR-222 was induced by proinflammatory cytokines and repressed by the cytokine TGF-¦Â	33657395
3075	Mouse	mmu-miR-221	miRNA	vesicular stomatitis virus (VSV)	innate immune response	peritoneal macrophages	vesicular stomatitis virus (VSV) infection treatment	upregulated	30089112
3076	Mouse	mmu-miR-221	miRNA	high fat diet (HFD)	insulin resistance (IR)	C57BL/6 male mice liver and muscle	high fat diet (HFD) feed	upregulated	24130336
3077	Mouse	mmu-miR-221	miRNA	dietary methyl deficiency	hepatocellular carcinoma (HCC)	the liver tissues	Dietary methyl deficiency treatment	upregulated	20436259
3078	Mouse	mmu-miR-221	miRNA	nerve growth factor (NGF)	neuronal differentiation	rat pheochromocytoma PC12 cells	nerve growth factor (NGF) regulated	miR-221 was drastically upregulated	22465943
3079	Mouse	mmu-miR-221	miRNA	carbon tetrachloride (CCl4)	nonalcoholic steatohepatitis (NASH)	liver tissues	carbon tetrachloride (CCl4) treatment	Liver miR-221 was significantly increased in both fibrosis models compared to control mice.	30528086
3080	Mouse	mmu-miR-221	miRNA	choline deficient diet (MCDD)	nonalcoholic steatohepatitis (NASH)	liver tissues	choline deficient diet (MCDD) treatment	Liver miR-221 was significantly increased in both fibrosis models compared to control mice.	30528086
3081	Mouse	mmu-miR-221	miRNA	high fat diet (HFD)	obesity	obese adipose tissue	high fat diet (HFD) feed	upregulated	29236311
3082	Mouse	mmu-miR-221/222	miRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	MN9D dopaminergic neurons	N-methyl-4-phenylpyridinium (MPP +) treatment	downregulated	31499060
3083	Mouse	mmu-miR-221-3p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	lung tissues	lipopolysaccharide (LPS) treatment	upregulated	31208297
3084	Mouse	mmu-miR-221-3p	miRNA	lipopolysaccharide (LPS)	acute respiratory distress syndrome (ARDS)	RAW 264.7 macrophages	lipopolysaccharide (LPS) treatment	LncRNA TUG1 reverses LPS-induced cell apoptosis and inflammation of macrophage via targeting MiR-221-3p/SPRED2 axis	32841583
3085	Mouse	mmu-miR-221-3p	miRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	RAW 264.7 cells	oxidized low-density lipoprotein (ox-LDL) treatment	ox-LDL treatment remarkably suppressed the expression of miR-221-3p in a concentration-dependent and time-dependent manner.	30362166
3086	Mouse	mmu-miR-221-3p	miRNA	"carbon-tetrachloride- and 3,5-di-diethoxycarbonyl-1,4-dihydrocollidine"	liver fibrosis	mouse hepatocytes	"carbon-tetrachloride- and 3,5-di-diethoxycarbonyl-1,4-dihydrocollidine induce"	upregulated	30582979
3087	Mouse	mmu-miR-221-3p	miRNA	oxidized low density lipoprotein (ox-LDL)	oxidative stress	The RAW264.7 cell line	oxidized low-density lipoprotein (ox-LDL) treatment	downregulated	30362166
